1000,5,0.05,4321,0.000000,0.000000,1000,1000.0,0.0,1000.0,1000.0,0.0,1000.0,1000.0,0.0,1000.0,1000.0,0.0,1000.0,1000.0,0.0,1000.0,1000.0,0.0,1000.0,1000.0,0.0,1000.0,1000.0,0.0,1000.0,1000.0,0.0,1000.0,1000.0,0.0,1000.0
1000,5,0.05,1234,0.000000,0.000000,1000,1000.0,0.0,1000.0,1000.0,0.0,1000.0,1000.0,0.0,1000.0,1000.0,0.0,1000.0,1000.0,0.0,1000.0,1000.0,0.0,1000.0,1000.0,0.0,1000.0,1000.0,0.0,1000.0,1000.0,0.0,1000.0,1000.0,0.0,1000.0
1000,5,0.05,1234,0.001001,0.000895,993,993.0,0.0,993.0,992.892,0.31038041175306147,993.0,992.056,0.2299217258111986,993.0,992.06,0.23748684174075838,993.0,992.032,0.176,993.0,992.0,0.0,992.0,992.0,0.0,992.0,992.0,0.0,992.0,992.0,0.0,992.0,992.0,0.0,992.0
1000,5,0.05,4321,0.001001,0.000923,990,990.0,0.0,990.0,990.0,0.0,990.0,990.0,0.0,990.0,990.0,0.0,990.0,990.0,0.0,990.0,990.0,0.0,990.0,990.0,0.0,990.0,990.0,0.0,990.0,990.0,0.0,990.0,990.0,0.0,990.0
1000,5,0.05,1234,0.002002,0.001898,842,842.0,0.0,842.0,839.176,10.311984484084526,871.0,843.664,9.15374808480111,880.0,843.504,8.527718569465106,886.0,843.62,7.919318152467421,870.0,845.848,6.3492437344931085,871.0,845.212,4.042654573420786,855.0,849.292,3.0644307791170613,856.0,851.872,0.8623317227146408,854.0,852.0,0.0,852.0
1000,5,0.05,4321,0.002002,0.001868,830,830.0,0.0,830.0,835.76,12.672111110623993,877.0,846.432,10.624376499352797,883.0,846.968,9.750024410225853,880.0,849.364,8.366092516820503,875.0,856.848,8.09499203211467,883.0,861.68,4.551219616762083,874.0,861.356,2.867274664206413,871.0,862.408,1.318156288154026,868.0,862.0,0.0,862.0
1000,5,0.05,1234,0.003003,0.002841,643,643.0,0.0,643.0,627.984,44.65709063519476,792.0,630.708,28.371089792251546,784.0,630.74,24.901092345517696,783.0,626.608,18.009728926333125,732.0,630.216,10.5879811106745,664.0,635.196,8.380786597927429,666.0,635.964,9.951618159877317,670.0,638.312,7.333665931851546,661.0,635.0,0.0,635.0
1000,5,0.05,4321,0.003003,0.002881,841,841.0,0.0,841.0,746.92,70.27615242740598,876.0,685.024,62.981961099984815,848.0,663.356,52.715512555603596,859.0,634.6,34.675639864319734,757.0,626.984,19.856075745222167,726.0,640.792,21.469530409396477,730.0,667.348,25.919160788883577,743.0,658.06,10.503732669865508,689.0,654.0,0.0,654.0
1000,5,0.05,1234,0.004004,0.003840,749,749.0,0.0,749.0,498.248,91.56384928562144,799.0,469.912,58.191822930717684,723.0,467.964,60.53021315012859,721.0,455.676,39.28657562068753,659.0,451.94,22.671929781119207,574.0,460.196,23.289945985338825,595.0,470.14,24.150536225930885,576.0,458.556,3.05660988678634,475.0,460.0,0.0,460.0
1000,5,0.05,4321,0.004004,0.003820,749,749.0,0.0,749.0,619.264,93.16180710999546,777.0,504.384,77.40359516198197,756.0,491.448,66.25918272964132,760.0,484.468,55.771470986517826,702.0,477.732,41.44022413066802,651.0,490.544,35.91924364459808,633.0,508.696,35.5538406364207,641.0,527.4,21.964881060456484,589.0,515.0,0.0,515.0
