100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,10,5.0,1234
100,10,5.0,4321
100,15,5.0,1234
100,15,5.0,4321
100,15,5.0,1234
100,15,5.0,4321
100,15,5.0,1234
100,15,5.0,4321
100,15,5.0,1234
100,15,5.0,4321
100,15,5.0,1234
100,15,5.0,4321
100,15,5.0,1234
100,15,5.0,4321
100,15,5.0,1234
100,15,5.0,4321
100,15,5.0,1234
100,15,5.0,4321
100,15,5.0,1234
100,15,5.0,4321
100,15,5.0,1234
100,15,5.0,4321
100,15,5.0,1234
100,15,5.0,4321
100,15,5.0,1234
100,15,5.0,4321
100,15,5.0,1234
100,15,5.0,4321
100,15,5.0,1234
100,15,5.0,4321
100,15,5.0,1234
100,15,5.0,4321
100,15,5.0,1234
100,15,5.0,4321
100,15,5.0,1234
100,15,5.0,4321
100,15,5.0,1234
100,15,5.0,4321
100,15,5.0,1234
100,15,5.0,4321
100,15,5.0,1234
100,15,5.0,4321
100,15,5.0,1234
100,15,5.0,4321
100,15,5.0,1234
100,15,5.0,4321
100,15,5.0,1234
100,15,5.0,4321
100,15,5.0,1234
100,15,5.0,4321
100,15,5.0,1234
100,15,5.0,4321
100,15,5.0,1234
100,15,5.0,4321
100,15,5.0,1234
100,15,5.0,4321
100,15,5.0,1234
100,15,5.0,4321
100,15,5.0,1234
100,15,5.0,4321
100,15,5.0,1234
100,15,5.0,4321
