linear,1000,10,0.05,591,1,-2.0,257,0.019918203353881836,0,0.1069338321685791
linear,1000,10,0.05,591,1,-1.5,257,0.08698749542236328,0,0.03590250015258789
linear,1000,10,0.05,591,1,-1.0,2881,0.11291670799255371,0,0.01795196533203125
linear,1000,10,0.05,591,1,-0.5,581,0.023934602737426758,0,0.11092305183410645
linear,1000,10,0.05,591,1,0,17050,0.1478259563446045,2242379,5.022846460342407
linear,1000,10,0.05,591,1,2,259,0.13264966011047363,57693,5.0176100730896
random,1000,10,0.05,591,1.023975,0,36133,0.12167882919311523,1540933,5.015637397766113
linear,1000,10,0.05,591,1,0.5,114473,0.49370741844177246,1152864,5.015108585357666
linear,1000,10,0.05,591,1,1.0,113067,0.6830930709838867,751406,5.014220952987671
linear,1000,10,0.05,591,1,1.5,107362,0.8675990104675293,617236,5.012148857116699
linear,1000,10,0.05,591,2,-1.5,101641,1.487635612487793,438021,5.015054941177368
random,1000,10,0.05,591,2.025972,0,166222,1.7995126247406006,433846,5.0174784660339355
linear,1000,10,0.05,591,2,-1.0,150487,1.5973913669586182,501858,5.018281698226929
linear,1000,10,0.05,591,2,-0.5,149506,1.6580216884613037,473215,5.0133421421051025
linear,1000,10,0.05,591,2,-2.0,49307,2.2444307804107666,571848,5.013259172439575
linear,1000,10,0.05,591,2,0,156076,1.7912204265594482,421884,5.016482353210449
linear,1000,10,0.05,591,2,2,720,0.10210323333740234,28247,5.027825593948364
linear,1000,10,0.05,591,2,0.5,218594,2.129908561706543,618811,5.0163257122039795
linear,1000,10,0.05,591,2,1.0,179638,1.9799487590789795,458762,5.017529487609863
linear,1000,10,0.05,591,2,1.5,186629,1.8885021209716797,412345,5.076939105987549
random,1000,10,0.05,591,3.053943,0,233435,3.3591744899749756,348430,5.019535303115845
linear,1000,10,0.05,591,3,-2.0,412375,4.457519769668579,426873,5.016625881195068
linear,1000,10,0.05,591,3,0,289105,3.9887096881866455,299746,5.0179479122161865
linear,1000,10,0.05,591,3,-1.5,525652,5.658536434173584,336000,5.018769979476929
linear,1000,10,0.05,591,3,-1.0,361728,4.454848527908325,329640,5.017603158950806
linear,1000,10,0.05,591,3,-0.5,334330,4.610270738601685,410286,5.017253875732422
linear,1000,10,0.05,591,3,0.5,266844,3.262028455734253,394693,5.038897752761841
linear,1000,10,0.05,591,3,1.0,271860,3.372690200805664,314134,5.018505811691284
linear,1000,10,0.05,591,3,1.5,194149,2.10302734375,232541,5.0188682079315186
linear,1000,10,0.05,591,3,2,13479,4.514787673950195,20007,5.030975818634033
linear,1000,10,0.05,591,4,-1.5,442872,5.729987859725952,289782,5.021144390106201
linear,1000,10,0.05,591,4,-2.0,559109,6.777095794677734,303782,5.018096923828125
random,1000,10,0.05,591,4.073922,0,279844,7.392017364501953,254193,5.0201027393341064
linear,1000,10,0.05,591,4,-1.0,435073,5.595774412155151,258918,5.018434047698975
linear,1000,10,0.05,591,4,-0.5,318149,4.600667476654053,217488,5.021205186843872
linear,1000,10,0.05,591,4,0,356763,5.05695915222168,265307,5.020391225814819
linear,1000,10,0.05,591,4,1.5,205646,2.486600399017334,137210,5.017442464828491
linear,1000,10,0.05,591,4,1.0,235240,3.4400861263275146,233899,5.021583557128906
linear,1000,10,0.05,591,4,0.5,307417,5.03446888923645,313535,5.01935887336731
linear,1000,10,0.05,591,4,2,99344,9.063752174377441,30320,5.0333571434021
random,1000,10,0.05,591,5.147847,0,456698,7.311121702194214,245761,5.0201849937438965
linear,1000,10,0.05,591,5,-1.5,500786,7.122929573059082,240044,5.020364046096802
linear,1000,10,0.05,591,5,-2.0,575403,7.760322570800781,225406,5.0202507972717285
linear,1000,10,0.05,591,5,-1.0,495631,6.90807318687439,197663,5.014650821685791
linear,1000,10,0.05,591,5,-0.5,440439,6.1176440715789795,205392,5.020138502120972
linear,1000,10,0.05,591,5,0,431836,6.778903245925903,245536,5.0187153816223145
linear,1000,10,0.05,591,5,0.5,377047,5.650423288345337,217776,5.019267320632935
linear,1000,10,0.05,591,5,1.5,258797,2.956470251083374,110878,5.0200724601745605
linear,1000,10,0.05,591,5,1.0,262466,4.6596033573150635,184250,5.018377304077148
random,1000,10,0.05,591,6.181812,0,487644,7.283658742904663,156132,5.020112037658691
linear,1000,10,0.05,591,5,2,43957,9.654497861862183,16711,5.033613920211792
linear,1000,10,0.05,591,6,-2.0,485237,7.099407911300659,203112,5.021411657333374
linear,1000,10,0.05,591,6,-1.0,556601,7.6935765743255615,186084,5.0624730587005615
linear,1000,10,0.05,591,6,-0.5,463200,6.902738571166992,189462,5.020953178405762
linear,1000,10,0.05,591,6,-1.5,557530,10.61402678489685,196595,5.02515721321106
linear,1000,10,0.05,591,6,0,444401,7.322644233703613,188924,5.022616624832153
linear,1000,10,0.05,591,6,0.5,399399,6.96710205078125,183702,5.018537998199463
linear,1000,10,0.05,591,6,1.5,233555,2.7769086360931396,79984,5.016361474990845
linear,1000,10,0.05,591,6,1.0,317624,5.205211877822876,156201,5.020765542984009
linear,1000,10,0.05,591,6,2,93572,10.547895431518555,0,0.09604501724243164
random,1000,10,0.05,591,7.103889000000001,0,492023,8.436949729919434,133861,5.024210453033447
linear,1000,10,0.05,591,7,-2.0,517790,8.052849054336548,137602,5.032925128936768
linear,1000,10,0.05,591,7,-1.5,604373,8.823907852172852,143920,5.025602102279663
linear,1000,10,0.05,591,7,-0.5,567625,8.966968059539795,142823,5.022185564041138
linear,1000,10,0.05,591,7,-1.0,648128,9.712530851364136,130238,5.017040967941284
linear,1000,10,0.05,591,7,0,517586,9.673909425735474,126346,5.026801824569702
linear,1000,10,0.05,591,7,0.5,435015,7.276391983032227,123915,5.0259504318237305
linear,1000,10,0.05,591,7,1.0,292415,5.823198556900024,118447,5.025275945663452
linear,1000,10,0.05,591,7,1.5,280989,3.9873061180114746,51236,5.023396015167236
random,1000,10,0.05,591,8.159832,0,598793,10.458590984344482,120470,5.021164417266846
linear,1000,10,0.05,591,7,2,374317,11.550183773040771,15094,5.037376880645752
linear,1000,10,0.05,591,8,-2.0,649919,9.805023193359375,109709,5.021411657333374
linear,1000,10,0.05,591,8,-1.0,565633,8.733868837356567,114079,5.021862506866455
linear,1000,10,0.05,591,8,-1.5,641924,9.351479053497314,109929,5.021568298339844
linear,1000,10,0.05,591,8,-0.5,603714,9.161973476409912,108515,5.02191424369812
linear,1000,10,0.05,591,8,0.5,430147,7.067547798156738,133338,5.017048597335815
linear,1000,10,0.05,591,8,1.5,315781,3.674178123474121,52520,5.023324966430664
linear,1000,10,0.05,591,8,0,501859,8.537723779678345,127764,5.016390562057495
linear,1000,10,0.05,591,8,1.0,353464,6.085433721542358,121743,5.021594762802124
random,1000,10,0.05,591,9.161829000000001,0,514923,8.476483345031738,102326,5.023964881896973
linear,1000,10,0.05,591,8,2,195063,10.403780937194824,13302,5.034809589385986
linear,1000,10,0.05,591,9,-2.0,674609,10.360695600509644,92896,5.031933784484863
