random,1000,10,0.05,2107,13.017968999999999,0,562,558,562,562,562,562,562,562,562,562,562,562
random,1000,10,0.05,2107,14.019966,0,544,398,544,544,544,544,544,544,544,544,544,544
random,1000,10,0.05,2107,15.067917,0,521,286,521,521,521,521,521,521,521,521,521,521
random,1000,10,0.05,2107,16.01397,0,494,480,494,494,494,494,494,494,494,494,494,494
random,1000,10,0.05,2107,17.039943,0,492,485,492,492,492,492,492,492,492,492,492,492
random,1000,10,0.05,2107,18.035946,0,474,465,474,474,474,474,474,474,474,474,474,474
random,1000,10,0.05,2107,18.946035,0,442,436,442,442,442,442,442,442,442,442,442,442
random,1000,10,0.05,2107,19.938042,0,421,412,421,421,421,421,421,421,421,421,421,421
random,1000,10,0.05,2107,20.950029,0,392,373,392,392,392,392,392,392,392,392,392,392
random,1000,10,0.05,2107,22.019958,0,377,212,377,377,377,377,377,377,377,377,377,377
random,1000,10,0.05,2107,22.987989,0,381,361,381,381,381,381,381,381,381,381,381,381
random,1000,10,0.05,2107,24.031944,0,345,155,345,345,345,345,345,345,345,345,345,345
scale,1000,10,0.05,2107,1.998,0,923,947,947,947,947,947,947,947,947,947,947,947
random,1000,10,0.05,2107,25.029945,0,339,319,339,339,339,339,339,339,339,339,339,339
scale,1000,10,0.05,2107,3.9940019999999996,0,860,856,860,860,860,860,860,860,860,860,860,860
scale,1000,10,0.05,2107,5.988006,0,805,800,805,805,805,805,805,805,805,805,805,805
scale,1000,10,0.05,2107,7.980012,0,715,664,715,715,715,715,715,715,715,715,715,715
scale,1000,10,0.05,2107,9.97002,0,654,632,654,654,654,654,654,654,654,654,654,654
scale,1000,10,0.05,2107,11.958029999999999,0,636,619,636,636,636,636,636,636,636,636,636,636
scale,1000,10,0.05,2107,13.944042,0,529,510,529,529,529,529,529,529,529,529,529,529
scale,1000,10,0.05,2107,15.928056,0,507,500,507,507,507,507,507,507,507,507,507,507
scale,1000,10,0.05,2107,17.910072,0,606,538,606,606,606,606,606,606,606,606,606,606
scale,1000,10,0.05,2107,19.89009,0,478,429,478,478,478,478,478,478,478,478,478,478
random,1000,10,0.05,959,0.992007,0,985,987,987,987,987,987,987,987,987,987,987,987
scale,1000,10,0.05,2107,21.86811,0,540,540,540,540,540,540,540,540,540,540,540,540
scale,1000,10,0.05,2107,23.844132000000002,0,510,510,510,510,510,510,510,510,510,510,510,510
random,1000,10,0.05,959,2.0739240000000003,0,908,863,908,908,908,908,908,910,910,910,910,910
random,1000,10,0.05,959,3.051945,0,860,635,860,860,860,860,860,861,861,861,861,861
random,1000,10,0.05,959,4.0559400000000005,0,824,695,824,824,824,824,824,824,824,824,824,824
random,1000,10,0.05,959,5.009985,0,792,604,792,792,792,792,792,792,792,792,792,792
random,1000,10,0.05,959,5.926068,0,759,719,759,759,759,759,759,759,759,759,759,759
random,1000,10,0.05,959,6.934059,0,734,664,734,734,734,734,734,734,734,734,734,734
random,1000,10,0.05,959,7.95204,0,699,678,699,699,699,699,699,699,699,699,699,699
random,1000,10,0.05,959,8.968023,0,672,670,672,672,672,672,672,672,672,672,672,672
random,1000,10,0.05,959,10.015974,0,646,552,646,646,646,646,646,646,646,646,646,646
random,1000,10,0.05,959,10.989999000000001,0,620,200,620,620,620,620,620,620,620,620,620,620
random,1000,10,0.05,959,12.025962,0,589,568,589,589,589,589,589,589,589,589,589,589
random,1000,10,0.05,959,12.976011,0,567,535,567,567,567,567,567,567,567,567,567,567
random,1000,10,0.05,959,13.948038,0,540,511,540,540,540,540,540,540,540,540,540,540
random,1000,10,0.05,959,14.987997,0,531,480,531,531,531,531,531,531,531,531,531,531
random,1000,10,0.05,959,15.99399,0,497,340,497,497,497,497,497,497,497,497,497,497
random,1000,10,0.05,959,16.970012999999998,0,484,455,484,484,484,484,484,484,484,484,484,484
random,1000,10,0.05,959,17.902079999999998,0,456,404,456,456,456,456,456,456,456,456,456,456
random,1000,10,0.05,959,18.896085000000003,0,437,386,437,437,437,437,437,437,437,437,437,437
random,1000,10,0.05,959,19.894086,0,430,387,430,430,430,430,430,430,430,430,430,430
random,1000,10,0.05,959,20.900078999999998,0,402,374,402,402,402,402,402,402,402,402,402,402
random,1000,10,0.05,959,21.83814,0,393,374,393,393,393,393,393,393,393,393,393,393
random,1000,10,0.05,959,22.828149,0,378,333,378,378,378,378,378,378,378,378,378,378
random,1000,10,0.05,959,23.776200000000003,0,373,342,373,373,373,373,373,373,373,373,373,373
scale,1000,10,0.05,959,1.998,0,924,943,949,948,950,947,951,943,943,943,943,943
random,1000,10,0.05,959,24.742233000000002,0,366,335,366,366,366,366,366,366,366,366,366,366
scale,1000,10,0.05,959,3.9940019999999996,0,838,718,838,838,838,838,838,838,838,838,838,838
scale,1000,10,0.05,959,5.988006,0,777,556,777,777,777,777,777,777,777,777,777,777
scale,1000,10,0.05,959,7.980012,0,696,674,696,696,696,696,696,696,696,696,696,696
scale,1000,10,0.05,959,9.97002,0,725,723,725,725,725,725,725,725,725,725,725,725
scale,1000,10,0.05,959,11.958029999999999,0,645,645,645,645,645,645,645,645,645,645,645,645
scale,1000,10,0.05,959,13.944042,0,583,60,583,583,583,583,583,583,583,583,583,583
scale,1000,10,0.05,959,15.928056,0,521,304,521,521,521,521,521,521,521,521,521,521
scale,1000,10,0.05,959,17.910072,0,522,501,522,522,522,522,522,522,522,522,522,522
scale,1000,10,0.05,959,19.89009,0,525,471,525,525,525,525,525,525,525,525,525,525
scale,1000,10,0.05,959,21.86811,0,396,158,396,396,396,396,396,396,396,396,396,396
random,1000,10,0.05,3521,0.984015,0,987,989,991,991,991,991,991,990,990,990,990,990
scale,1000,10,0.05,959,23.844132000000002,0,377,376,377,377,377,377,377,377,377,377,377,377
random,1000,10,0.05,3521,2.003994,0,886,788,886,886,886,886,887,887,887,887,887,887
random,1000,10,0.05,3521,3.021975,0,832,563,832,832,832,832,832,833,833,833,833,833
random,1000,10,0.05,3521,4.039956,0,789,599,789,789,789,789,789,789,789,789,789,789
random,1000,10,0.05,3521,5.077917,0,759,432,759,759,759,759,759,759,759,759,759,759
random,1000,10,0.05,3521,6.087905999999999,0,716,513,716,716,716,716,716,716,716,716,716,716
random,1000,10,0.05,3521,7.151841,0,681,666,681,681,681,681,681,681,681,681,681,681
random,1000,10,0.05,3521,8.113878000000001,0,664,579,664,664,664,664,664,664,664,664,664,664
random,1000,10,0.05,3521,9.073917000000002,0,630,161,630,630,630,630,630,630,630,630,630,630
random,1000,10,0.05,3521,10.047941999999999,0,592,222,592,592,592,592,592,592,592,592,592,592
random,1000,10,0.05,3521,11.135853000000001,0,571,553,571,571,571,571,571,571,571,571,571,571
random,1000,10,0.05,3521,12.143844,0,542,148,542,542,542,542,542,542,542,542,542,542
random,1000,10,0.05,3521,13.143843,0,508,493,508,508,508,508,508,508,508,508,508,508
random,1000,10,0.05,3521,14.219766,0,491,359,491,491,491,491,491,491,491,491,491,491
random,1000,10,0.05,3521,15.217767,0,451,98,451,451,451,451,451,451,451,451,451,451
random,1000,10,0.05,3521,16.207776,0,446,308,446,446,446,446,446,446,446,446,446,446
random,1000,10,0.05,3521,17.225757,0,438,422,438,438,438,438,438,438,438,438,438,438
random,1000,10,0.05,3521,18.20178,0,424,424,424,424,424,424,424,424,424,424,424,424
random,1000,10,0.05,3521,19.225755000000003,0,397,397,397,397,397,397,397,397,397,397,397,397
random,1000,10,0.05,3521,20.259719999999998,0,362,181,362,362,362,362,362,362,362,362,362,362
random,1000,10,0.05,3521,21.309669,0,357,186,357,357,357,357,357,357,357,357,357,357
random,1000,10,0.05,3521,22.257720000000003,0,353,333,353,353,353,353,353,353,353,353,353,353
random,1000,10,0.05,3521,23.219757,0,329,329,329,329,329,329,329,329,329,329,329,329
random,1000,10,0.05,3521,24.259716,0,329,320,329,329,329,329,329,329,329,329,329,329
scale,1000,10,0.05,3521,1.998,0,921,941,943,944,945,947,943,941,941,941,941,941
random,1000,10,0.05,3521,25.201773,0,312,295,312,312,312,312,312,312,312,312,312,312
scale,1000,10,0.05,3521,3.9940019999999996,0,866,635,866,866,866,866,866,866,866,866,866,866
scale,1000,10,0.05,3521,5.988006,0,786,739,786,786,786,786,786,786,786,786,786,786
scale,1000,10,0.05,3521,7.980012,0,687,632,687,687,687,687,687,687,687,687,687,687
scale,1000,10,0.05,3521,9.97002,0,629,464,629,629,629,629,629,629,629,629,629,629
scale,1000,10,0.05,3521,11.958029999999999,0,684,684,684,684,684,684,684,684,684,684,684,684
scale,1000,10,0.05,3521,13.944042,0,606,578,606,606,606,606,606,606,606,606,606,606
scale,1000,10,0.05,3521,15.928056,0,577,565,577,577,577,577,577,577,577,577,577,577
scale,1000,10,0.05,3521,17.910072,0,471,452,471,471,471,471,471,471,471,471,471,471
scale,1000,10,0.05,3521,19.89009,0,417,369,417,417,417,417,417,417,417,417,417,417
scale,1000,10,0.05,3521,21.86811,0,474,474,474,474,474,474,474,474,474,474,474,474
random,1000,10,0.15,591,1.023975,0,932,946,951,949,951,951,950,947,947,947,947,947
random,1000,10,0.15,591,2.025972,0,767,723,767,767,767,767,772,775,775,775,775,775
scale,1000,10,0.05,3521,23.844132000000002,0,423,397,423,423,423,423,423,423,423,423,423,423
random,1000,10,0.15,591,3.053943,0,626,467,626,626,626,626,626,632,632,632,632,632
random,1000,10,0.15,591,4.073922,0,536,405,536,536,536,536,536,538,538,538,538,538
random,1000,10,0.15,591,5.147847,0,478,310,478,478,478,478,478,479,479,479,479,479
random,1000,10,0.15,591,6.181812,0,418,210,418,418,418,418,418,418,418,418,418,418
random,1000,10,0.15,591,7.103889000000001,0,364,273,364,364,364,364,364,364,364,364,364,364
random,1000,10,0.15,591,8.159832,0,317,96,317,317,317,317,317,317,317,317,317,317
random,1000,10,0.15,591,9.161829000000001,0,304,95,304,304,304,304,304,304,304,304,304,304
random,1000,10,0.15,591,10.161828,0,270,105,270,270,270,270,270,270,270,270,270,270
random,1000,10,0.15,591,11.157831,0,232,140,232,232,232,232,232,232,232,232,232,232
random,1000,10,0.15,591,12.243744,0,185,47,185,185,185,185,185,185,185,185,185,185
random,1000,10,0.15,591,13.229757,0,177,104,177,177,177,177,177,177,177,177,177,177
random,1000,10,0.15,591,14.097888,0,164,82,164,164,164,164,164,164,164,164,164,164
random,1000,10,0.15,591,15.061923,0,131,35,131,131,131,131,131,131,131,131,131,131
random,1000,10,0.15,591,16.00398,0,116,57,116,116,116,116,116,116,116,116,116,116
random,1000,10,0.15,591,17.061921,0,93,31,93,93,93,93,93,93,93,93,93,93
random,1000,10,0.15,591,18.065915999999998,0,94,94,94,94,94,94,94,94,94,94,94,94
random,1000,10,0.15,591,19.045935,0,74,22,74,74,74,74,74,74,74,74,74,74
random,1000,10,0.15,591,19.983996,0,62,30,62,62,62,62,62,62,62,62,62,62
random,1000,10,0.15,591,20.944035,0,73,40,73,73,73,73,73,73,73,73,73,73
random,1000,10,0.15,591,21.870108,0,61,34,61,61,61,61,61,61,61,61,61,61
random,1000,10,0.15,591,22.938039,0,50,11,50,50,50,50,50,50,50,50,50,50
random,1000,10,0.15,591,23.979996,0,52,39,52,52,52,52,52,52,52,52,52,52
random,1000,10,0.15,591,25.025949,0,36,36,36,36,36,36,36,36,36,36,36,36
scale,1000,10,0.15,591,1.998,0,799,840,845,847,851,848,854,842,842,842,842,842
scale,1000,10,0.15,591,3.9940019999999996,0,533,325,533,533,533,533,533,539,539,539,539,539
scale,1000,10,0.15,591,5.988006,0,517,239,517,517,517,517,517,517,517,517,517,517
scale,1000,10,0.15,591,7.980012,0,351,105,351,351,351,351,351,351,351,351,351,351
scale,1000,10,0.15,591,9.97002,0,267,65,267,267,267,267,267,267,267,267,267,267
scale,1000,10,0.15,591,11.958029999999999,0,248,69,248,248,248,248,248,248,248,248,248,248
scale,1000,10,0.15,591,13.944042,0,228,144,228,228,228,228,228,228,228,228,228,228
scale,1000,10,0.15,591,15.928056,0,170,45,170,170,170,170,170,170,170,170,170,170
scale,1000,10,0.15,591,17.910072,0,117,79,117,117,117,117,117,117,117,117,117,117
scale,1000,10,0.15,591,19.89009,0,117,106,117,117,117,117,117,117,117,117,117,117
scale,1000,10,0.15,591,21.86811,0,137,20,137,137,137,137,137,137,137,137,137,137
scale,1000,10,0.15,591,23.844132000000002,0,116,110,116,116,116,116,116,116,116,116,116,116
random,1000,10,0.15,8412,0.9900089999999999,0,925,940,945,947,943,943,946,943,943,943,943,943
random,1000,10,0.15,8412,1.9620360000000001,0,766,727,766,766,769,769,766,771,771,771,771,771
random,1000,10,0.15,8412,2.948049,0,631,513,631,631,631,631,631,638,638,638,638,638
random,1000,10,0.15,8412,3.97602,0,558,334,558,558,558,558,558,559,559,559,559,559
random,1000,10,0.15,8412,5.043951,0,474,254,474,474,474,474,474,476,476,476,476,476
random,1000,10,0.15,8412,6.07392,0,406,174,406,406,406,406,406,409,409,409,409,409
random,1000,10,0.15,8412,8.103888,0,298,174,298,298,298,298,298,299,299,299,299,299
random,1000,10,0.15,8412,7.081911,0,345,159,345,345,345,345,345,346,346,346,346,346
random,1000,10,0.15,8412,9.085905,0,259,128,259,259,259,259,259,259,259,259,259,259
random,1000,10,0.15,8412,10.043946,0,237,224,237,237,237,237,237,237,237,237,237,237
random,1000,10,0.15,8412,11.069919,0,211,54,211,211,211,211,211,211,211,211,211,211
random,1000,10,0.15,8412,12.081906,0,178,108,178,178,178,178,178,178,178,178,178,178
random,1000,10,0.15,8412,13.107879,0,164,98,164,164,164,164,164,164,164,164,164,164
random,1000,10,0.15,8412,15.139845,0,120,73,120,120,120,120,120,120,120,120,120,120
random,1000,10,0.15,8412,14.167818,0,132,33,132,132,132,132,132,132,132,132,132,132
random,1000,10,0.15,8412,16.225758,0,107,76,107,107,107,107,107,107,107,107,107,107
random,1000,10,0.15,8412,17.265717,0,90,63,90,90,90,90,90,90,90,90,90,90
random,1000,10,0.15,8412,18.361620000000002,0,83,16,83,83,83,83,83,83,83,83,83,83
random,1000,10,0.15,8412,19.295685,0,66,62,66,66,66,66,66,66,66,66,66,66
random,1000,10,0.15,8412,20.257722,0,64,57,64,64,64,64,64,64,64,64,64,64
random,1000,10,0.15,8412,22.251725999999998,0,52,49,52,52,52,52,52,52,52,52,52,52
random,1000,10,0.15,8412,21.293685,0,55,41,55,55,55,55,55,55,55,55,55,55
random,1000,10,0.15,8412,23.281695,0,50,13,50,50,50,50,50,50,50,50,50,50
random,1000,10,0.15,8412,24.279695999999998,0,42,23,42,42,42,42,42,42,42,42,42,42
random,1000,10,0.15,8412,25.297676999999997,0,35,11,35,35,35,35,35,35,35,35,35,35
scale,1000,10,0.15,8412,1.998,0,789,847,847,850,849,854,852,849,849,849,849,849
scale,1000,10,0.15,8412,3.9940019999999996,0,559,315,559,559,559,559,559,566,566,566,566,566
scale,1000,10,0.15,8412,5.988006,0,440,159,440,440,440,440,440,441,441,441,441,441
scale,1000,10,0.15,8412,7.980012,0,361,154,361,361,361,361,361,361,361,361,361,361
scale,1000,10,0.15,8412,9.97002,0,300,69,300,300,300,300,300,300,300,300,300,300
scale,1000,10,0.15,8412,11.958029999999999,0,264,75,264,264,264,264,264,264,264,264,264,264
scale,1000,10,0.15,8412,13.944042,0,260,38,260,260,260,260,260,260,260,260,260,260
scale,1000,10,0.15,8412,15.928056,0,159,90,159,159,159,159,159,159,159,159,159,159
scale,1000,10,0.15,8412,17.910072,0,163,95,163,163,163,163,163,163,163,163,163,163
scale,1000,10,0.15,8412,19.89009,0,123,61,123,123,123,123,123,123,123,123,123,123
scale,1000,10,0.15,8412,21.86811,0,93,85,93,93,93,93,93,93,93,93,93,93
scale,1000,10,0.15,8412,23.844132000000002,0,69,14,69,69,69,69,69,69,69,69,69,69
random,1000,10,0.15,2107,1.0139850000000001,0,943,955,957,958,958,958,957,955,955,955,955,955
random,1000,10,0.15,2107,1.9940039999999999,0,755,715,755,755,762,760,762,763,763,763,763,763
random,1000,10,0.15,2107,3.035961,0,624,459,624,624,624,624,624,630,630,630,630,630
random,1000,10,0.15,2107,4.03596,0,529,391,529,529,529,529,529,533,533,533,533,533
random,1000,10,0.15,2107,4.9920029999999995,0,487,256,487,487,487,487,487,487,487,487,487,487
random,1000,10,0.15,2107,6.03396,0,416,162,416,416,416,416,416,416,416,416,416,416
random,1000,10,0.15,2107,7.087905,0,362,173,362,362,362,362,362,362,362,362,362,362
random,1000,10,0.15,2107,8.077914,0,311,197,311,311,311,311,311,311,311,311,311,311
random,1000,10,0.15,2107,9.065925,0,288,115,288,288,288,288,288,289,289,289,289,289
random,1000,10,0.15,2107,10.02996,0,244,151,244,244,244,244,244,244,244,244,244,244
random,1000,10,0.15,2107,10.991997000000001,0,214,163,214,214,214,214,214,214,214,214,214,214
random,1000,10,0.15,2107,11.972016,0,190,45,190,190,190,190,190,190,190,190,190,190
random,1000,10,0.15,2107,13.017968999999999,0,156,104,156,156,156,156,156,156,156,156,156,156
random,1000,10,0.15,2107,14.019966,0,154,114,154,154,154,154,154,154,154,154,154,154
random,1000,10,0.15,2107,15.067917,0,129,31,129,129,129,129,129,129,129,129,129,129
random,1000,10,0.15,2107,16.01397,0,126,62,126,126,126,126,126,126,126,126,126,126
random,1000,10,0.15,2107,17.039943,0,100,57,100,100,100,100,100,100,100,100,100,100
random,1000,10,0.15,2107,18.035946,0,81,30,81,81,81,81,81,81,81,81,81,81
random,1000,10,0.15,2107,18.946035,0,77,52,77,77,77,77,77,77,77,77,77,77
random,1000,10,0.15,2107,19.938042,0,78,65,78,78,78,78,78,78,78,78,78,78
random,1000,10,0.15,2107,20.950029,0,60,58,60,60,60,60,60,60,60,60,60,60
random,1000,10,0.15,2107,22.019958,0,57,16,57,57,57,57,57,57,57,57,57,57
random,1000,10,0.15,2107,22.987989,0,49,14,49,49,49,49,49,49,49,49,49,49
random,1000,10,0.15,2107,24.031944,0,43,19,43,43,43,43,43,43,43,43,43,43
random,1000,10,0.15,2107,25.029945,0,44,43,44,44,44,44,44,44,44,44,44,44
scale,1000,10,0.15,2107,1.998,0,793,844,844,855,850,856,852,845,845,845,845,845
scale,1000,10,0.15,2107,3.9940019999999996,0,587,311,587,587,587,587,587,591,591,591,591,591
scale,1000,10,0.15,2107,5.988006,0,471,164,471,471,471,471,471,471,471,471,471,471
scale,1000,10,0.15,2107,7.980012,0,384,143,384,384,384,384,384,384,384,384,384,384
scale,1000,10,0.15,2107,9.97002,0,300,147,300,300,300,300,300,300,300,300,300,300
scale,1000,10,0.15,2107,11.958029999999999,0,264,47,264,264,264,264,264,264,264,264,264,264
scale,1000,10,0.15,2107,13.944042,0,201,55,201,201,201,201,201,201,201,201,201,201
scale,1000,10,0.15,2107,15.928056,0,149,60,149,149,149,149,149,149,149,149,149,149
scale,1000,10,0.15,2107,17.910072,0,197,170,197,197,197,197,197,197,197,197,197,197
scale,1000,10,0.15,2107,19.89009,0,141,20,141,141,141,141,141,141,141,141,141,141
scale,1000,10,0.15,2107,21.86811,0,107,39,107,107,107,107,107,107,107,107,107,107
random,1000,10,0.15,959,0.992007,0,913,934,936,938,938,936,937,935,935,935,935,935
scale,1000,10,0.15,2107,23.844132000000002,0,110,21,110,110,110,110,110,110,110,110,110,110
random,1000,10,0.15,959,2.0739240000000003,0,719,693,719,719,720,732,725,736,737,737,737,738
random,1000,10,0.15,959,3.051945,0,607,435,607,607,607,607,607,612,612,612,612,612
random,1000,10,0.15,959,4.0559400000000005,0,508,308,508,508,508,508,508,515,515,515,515,515
random,1000,10,0.15,959,5.009985,0,456,350,456,456,456,456,456,456,456,456,456,456
random,1000,10,0.15,959,5.926068,0,408,319,408,408,408,408,408,409,409,409,409,409
random,1000,10,0.15,959,6.934059,0,349,121,349,349,349,349,349,350,350,350,350,350
random,1000,10,0.15,959,7.95204,0,290,212,290,290,290,290,290,290,290,290,290,290
random,1000,10,0.15,959,8.968023,0,269,100,269,269,269,269,269,269,269,269,269,269
random,1000,10,0.15,959,10.015974,0,235,147,235,235,235,235,235,235,235,235,235,235
