linear,1000,10,0.05,591,10,1.5,494,537,537
linear,1000,10,0.05,591,11,-2.0,0,0,0
linear,1000,10,0.05,591,10,1.0,87,145,145
linear,1000,10,0.05,591,11,-1.5,0,0,0
linear,1000,10,0.05,591,11,-1.0,0,0,0
linear,1000,10,0.05,591,11,0,0,0,0
linear,1000,10,0.05,591,11,-0.5,0,0,0
linear,1000,10,0.05,591,11,1.5,498,530,530
random,1000,10,0.05,591,12.243744,0,0,1,1
linear,1000,10,0.05,591,11,0.5,3,11,11
linear,1000,10,0.05,591,11,2,0,0,0
linear,1000,10,0.05,591,12,-2.0,0,0,0
linear,1000,10,0.05,591,11,1.0,81,133,133
linear,1000,10,0.05,591,12,-1.5,0,0,0
linear,1000,10,0.05,591,12,-1.0,0,0,0
linear,1000,10,0.05,591,12,-0.5,0,0,0
linear,1000,10,0.05,591,12,0.5,2,5,5
linear,1000,10,0.05,591,12,0,0,0,0
linear,1000,10,0.05,591,12,1.0,73,125,125
linear,1000,10,0.05,591,12,1.5,490,527,527
linear,1000,10,0.05,591,12,2,0,0,0
random,1000,10,0.05,591,13.229757,0,0,1,1
linear,1000,10,0.05,591,13,-2.0,0,0,0
linear,1000,10,0.05,591,13,-1.0,0,0,0
linear,1000,10,0.05,591,13,0,0,0,0
linear,1000,10,0.05,591,13,0.5,2,5,5
linear,1000,10,0.05,591,13,-1.5,0,0,0
linear,1000,10,0.05,591,13,1.0,70,120,120
linear,1000,10,0.05,591,13,-0.5,0,0,0
random,1000,10,0.05,591,14.097888,0,0,1,1
linear,1000,10,0.05,591,13,1.5,498,527,527
linear,1000,10,0.05,591,13,2,0,0,0
linear,1000,10,0.05,591,14,-2.0,0,0,0
linear,1000,10,0.05,591,14,-1.0,0,0,0
linear,1000,10,0.05,591,14,-1.5,0,0,0
linear,1000,10,0.05,591,14,-0.5,0,0,0
linear,1000,10,0.05,591,14,1.0,67,109,109
linear,1000,10,0.05,591,14,0,0,0,0
linear,1000,10,0.05,591,14,2,0,0,0
linear,1000,10,0.05,591,14,0.5,1,5,5
random,1000,10,0.05,591,15.061923,0,0,0,0
linear,1000,10,0.05,591,14,1.5,496,528,528
linear,1000,10,0.05,591,15,-2.0,0,0,0
linear,1000,10,0.05,591,15,-0.5,0,0,0
linear,1000,10,0.05,591,15,0,0,0,0
linear,1000,10,0.05,591,15,-1.0,0,0,0
linear,1000,10,0.05,591,15,-1.5,0,0,0
linear,1000,10,0.05,591,15,0.5,0,0,0
linear,1000,10,0.05,591,15,1.0,58,101,101
random,1000,10,0.05,591,16.00398,0,0,0,0
linear,1000,10,0.05,591,16,-2.0,0,0,0
linear,1000,10,0.05,591,15,1.5,486,526,526
linear,1000,10,0.05,591,15,2,0,0,0
linear,1000,10,0.05,591,16,-1.5,0,0,0
linear,1000,10,0.05,591,16,-0.5,0,0,0
linear,1000,10,0.05,591,16,-1.0,0,0,0
linear,1000,10,0.05,591,16,0,0,0,0
linear,1000,10,0.05,591,16,0.5,0,0,0
linear,1000,10,0.05,591,16,1.0,54,94,94
random,1000,10,0.05,591,17.061921,0,0,0,0
linear,1000,10,0.05,591,16,2,0,0,0
linear,1000,10,0.05,591,16,1.5,482,525,525
linear,1000,10,0.05,591,17,-1.5,0,0,0
linear,1000,10,0.05,591,17,-2.0,0,0,0
linear,1000,10,0.05,591,17,-1.0,0,0,0
linear,1000,10,0.05,591,17,-0.5,0,0,0
linear,1000,10,0.05,591,17,0,0,0,0
linear,1000,10,0.05,591,17,0.5,0,0,0
linear,1000,10,0.05,591,17,1.5,485,525,525
linear,1000,10,0.05,591,17,1.0,54,91,91
random,1000,10,0.05,591,18.065915999999998,0,0,0,0
linear,1000,10,0.05,591,17,2,0,0,0
linear,1000,10,0.05,591,18,-2.0,0,0,0
linear,1000,10,0.05,591,18,-1.0,0,0,0
linear,1000,10,0.05,591,18,-0.5,0,0,0
linear,1000,10,0.05,591,18,0,0,0,0
linear,1000,10,0.05,591,18,-1.5,0,0,0
linear,1000,10,0.05,591,18,0.5,0,0,0
linear,1000,10,0.05,591,18,1.5,490,522,522
random,1000,10,0.05,591,19.045935,0,0,0,0
linear,1000,10,0.05,591,18,1.0,52,86,86
linear,1000,10,0.05,591,18,2,0,0,0
linear,1000,10,0.05,591,19,-1.5,0,0,0
linear,1000,10,0.05,591,19,-1.0,0,0,0
linear,1000,10,0.05,591,19,-2.0,0,0,0
linear,1000,10,0.05,591,19,-0.5,0,0,0
linear,1000,10,0.05,591,19,0.5,0,0,0
linear,1000,10,0.05,591,19,0,0,0,0
linear,1000,10,0.05,591,19,1.0,47,80,80
random,1000,10,0.05,591,19.983996,0,0,0,0
linear,1000,10,0.05,591,19,1.5,487,519,519
linear,1000,10,0.05,591,19,2,0,0,0
linear,1000,10,0.05,591,20,-2.0,0,0,0
linear,1000,10,0.05,591,20,-0.5,0,0,0
linear,1000,10,0.05,591,20,-1.0,0,0,0
linear,1000,10,0.05,591,20,-1.5,0,0,0
linear,1000,10,0.05,591,20,0,0,0,0
linear,1000,10,0.05,591,20,0.5,0,0,0
linear,1000,10,0.05,591,20,1.0,46,80,80
random,1000,10,0.05,591,20.944035,0,0,0,0
linear,1000,10,0.05,591,20,1.5,490,517,517
linear,1000,10,0.05,591,20,2,0,0,0
linear,1000,10,0.05,591,21,-2.0,0,0,0
linear,1000,10,0.05,591,21,-1.5,0,0,0
linear,1000,10,0.05,591,21,-1.0,0,0,0
linear,1000,10,0.05,591,21,0,0,0,0
linear,1000,10,0.05,591,21,0.5,0,0,0
linear,1000,10,0.05,591,21,-0.5,0,0,0
linear,1000,10,0.05,591,21,1.5,487,518,518
linear,1000,10,0.05,591,21,1.0,44,78,78
random,1000,10,0.05,591,21.870108,0,0,0,0
linear,1000,10,0.05,591,21,2,0,0,0
linear,1000,10,0.05,591,22,-2.0,0,0,0
linear,1000,10,0.05,591,22,-1.5,0,0,0
linear,1000,10,0.05,591,22,-1.0,0,0,0
linear,1000,10,0.05,591,22,0,0,0,0
linear,1000,10,0.05,591,22,-0.5,0,0,0
linear,1000,10,0.05,591,22,0.5,0,0,0
linear,1000,10,0.05,591,22,1.0,42,72,72
linear,1000,10,0.05,591,22,2,0,0,0
linear,1000,10,0.05,591,22,1.5,481,516,516
linear,1000,10,0.05,591,23,-2.0,0,0,0
linear,1000,10,0.05,591,23,-1.0,0,0,0
linear,1000,10,0.05,591,23,-0.5,0,0,0
random,1000,10,0.05,591,22.938039,0,0,0,0
linear,1000,10,0.05,591,23,0,0,0,0
linear,1000,10,0.05,591,23,-1.5,0,0,0
linear,1000,10,0.05,591,23,1.0,36,69,69
linear,1000,10,0.05,591,23,1.5,484,514,514
linear,1000,10,0.05,591,23,2,0,0,0
random,1000,10,0.05,591,23.979996,0,0,0,0
linear,1000,10,0.05,591,23,0.5,0,0,0
linear,1000,10,0.05,591,24,-2.0,0,0,0
linear,1000,10,0.05,591,24,-1.0,0,0,0
linear,1000,10,0.05,591,24,-0.5,0,0,0
linear,1000,10,0.05,591,24,0,0,0,0
linear,1000,10,0.05,591,24,-1.5,0,0,0
linear,1000,10,0.05,591,24,1.0,35,64,64
linear,1000,10,0.05,591,24,0.5,0,0,0
random,1000,10,0.05,591,25.025949,0,0,0,0
linear,1000,10,0.05,591,24,1.5,485,511,511
linear,1000,10,0.05,591,25,-2.0,0,0,0
linear,1000,10,0.05,591,24,2,0,0,0
linear,1000,10,0.05,591,25,-1.5,0,0,0
linear,1000,10,0.05,591,25,-1.0,0,0,0
linear,1000,10,0.05,591,25,-0.5,0,0,0
linear,1000,10,0.05,591,25,0,0,0,0
scale,1000,10,0.05,591,1.998,0,27,763,881
linear,1000,10,0.05,591,25,1.5,485,511,511
linear,1000,10,0.05,591,25,0.5,0,0,0
scale,1000,10,0.05,591,3.9940019999999996,0,0,0,0
linear,1000,10,0.05,591,25,1.0,31,59,59
linear,1000,10,0.05,591,25,2,0,0,0
scale,1000,10,0.05,591,5.988006,0,0,0,0
scale,1000,10,0.05,591,7.980012,0,0,0,0
scale,1000,10,0.05,591,11.958029999999999,0,0,0,0
scale,1000,10,0.05,591,9.97002,0,0,0,0
scale,1000,10,0.05,591,13.944042,0,0,0,0
scale,1000,10,0.05,591,15.928056,0,0,0,0
scale,1000,10,0.05,591,17.910072,0,0,0,0
scale,1000,10,0.05,591,19.89009,0,0,0,0
random,1000,10,0.05,8412,0.9900089999999999,0,829,919,960
linear,1000,10,0.05,8412,1,-2.0,950,950,1000
linear,1000,10,0.05,8412,1,-1.5,950,959,996
scale,1000,10,0.05,591,21.86811,0,0,0,0
scale,1000,10,0.05,591,23.844132000000002,0,0,0,0
linear,1000,10,0.05,8412,1,-1.0,948,962,994
linear,1000,10,0.05,8412,1,-0.5,949,966,993
linear,1000,10,0.05,8412,1,0,795,891,929
linear,1000,10,0.05,8412,1,1.5,664,767,770
linear,1000,10,0.05,8412,1,1.0,598,768,795
linear,1000,10,0.05,8412,1,0.5,661,831,857
linear,1000,10,0.05,8412,1,2,476,972,972
random,1000,10,0.05,8412,1.9620360000000001,0,241,496,515
linear,1000,10,0.05,8412,2,-1.0,151,437,480
linear,1000,10,0.05,8412,2,-2.0,196,196,196
linear,1000,10,0.05,8412,2,-0.5,177,447,489
linear,1000,10,0.05,8412,2,0.5,280,506,519
linear,1000,10,0.05,8412,2,-1.5,186,359,390
linear,1000,10,0.05,8412,2,0,225,478,499
linear,1000,10,0.05,8412,2,1.0,330,557,562
linear,1000,10,0.05,8412,2,1.5,570,663,663
random,1000,10,0.05,8412,2.948049,0,73,251,254
linear,1000,10,0.05,8412,2,2,0,947,949
linear,1000,10,0.05,8412,3,-1.0,6,50,50
linear,1000,10,0.05,8412,3,-2.0,0,0,0
linear,1000,10,0.05,8412,3,-1.5,0,3,3
linear,1000,10,0.05,8412,3,0,73,228,230
linear,1000,10,0.05,8412,3,-0.5,28,118,119
linear,1000,10,0.05,8412,3,0.5,144,324,331
random,1000,10,0.05,8412,3.97602,0,25,117,117
linear,1000,10,0.05,8412,3,1.5,548,620,620
linear,1000,10,0.05,8412,3,2,468,468,468
linear,1000,10,0.05,8412,3,1.0,248,401,402
linear,1000,10,0.05,8412,4,-2.0,0,0,0
linear,1000,10,0.05,8412,4,-1.0,1,7,7
linear,1000,10,0.05,8412,4,-1.5,0,0,0
linear,1000,10,0.05,8412,4,0,27,110,110
linear,1000,10,0.05,8412,4,1.0,206,323,324
linear,1000,10,0.05,8412,4,0.5,90,220,220
linear,1000,10,0.05,8412,4,-0.5,4,30,30
linear,1000,10,0.05,8412,4,1.5,535,591,591
random,1000,10,0.05,8412,5.043951,0,9,34,34
linear,1000,10,0.05,8412,4,2,0,0,0
linear,1000,10,0.05,8412,5,-2.0,0,0,0
linear,1000,10,0.05,8412,5,-1.5,0,0,0
linear,1000,10,0.05,8412,5,-1.0,0,0,0
linear,1000,10,0.05,8412,5,-0.5,0,8,8
linear,1000,10,0.05,8412,5,0,7,44,44
linear,1000,10,0.05,8412,5,1.0,160,273,273
linear,1000,10,0.05,8412,5,0.5,52,137,138
linear,1000,10,0.05,8412,5,1.5,526,573,573
linear,1000,10,0.05,8412,5,2,0,0,0
random,1000,10,0.05,8412,6.07392,0,2,11,11
linear,1000,10,0.05,8412,6,-1.5,0,0,0
linear,1000,10,0.05,8412,6,-2.0,0,0,0
linear,1000,10,0.05,8412,6,-1.0,0,0,0
linear,1000,10,0.05,8412,6,-0.5,0,4,4
linear,1000,10,0.05,8412,6,0,4,21,21
linear,1000,10,0.05,8412,6,0.5,29,88,88
linear,1000,10,0.05,8412,6,1.0,141,222,222
linear,1000,10,0.05,8412,6,1.5,521,561,561
random,1000,10,0.05,8412,7.081911,0,2,5,5
linear,1000,10,0.05,8412,6,2,0,0,0
linear,1000,10,0.05,8412,7,-1.5,0,0,0
linear,1000,10,0.05,8412,7,0,2,3,3
linear,1000,10,0.05,8412,7,-2.0,0,0,0
linear,1000,10,0.05,8412,7,-1.0,0,0,0
linear,1000,10,0.05,8412,7,-0.5,0,1,1
linear,1000,10,0.05,8412,7,0.5,10,56,56
linear,1000,10,0.05,8412,7,1.0,112,194,194
linear,1000,10,0.05,8412,7,1.5,499,550,550
random,1000,10,0.05,8412,8.103888,0,1,2,2
linear,1000,10,0.05,8412,7,2,0,0,0
linear,1000,10,0.05,8412,8,-2.0,0,0,0
linear,1000,10,0.05,8412,8,-1.5,0,0,0
linear,1000,10,0.05,8412,8,-1.0,0,0,0
linear,1000,10,0.05,8412,8,0,1,3,3
linear,1000,10,0.05,8412,8,-0.5,0,0,0
linear,1000,10,0.05,8412,8,1.5,500,546,546
linear,1000,10,0.05,8412,8,1.0,104,179,180
linear,1000,10,0.05,8412,8,0.5,10,43,43
linear,1000,10,0.05,8412,8,2,0,0,0
linear,1000,10,0.05,8412,9,-2.0,0,0,0
random,1000,10,0.05,8412,9.085905,0,0,0,0
linear,1000,10,0.05,8412,9,-1.5,0,0,0
linear,1000,10,0.05,8412,9,-1.0,0,0,0
linear,1000,10,0.05,8412,9,0,0,1,1
linear,1000,10,0.05,8412,9,-0.5,0,0,0
linear,1000,10,0.05,8412,9,0.5,4,29,29
linear,1000,10,0.05,8412,9,1.0,96,165,165
linear,1000,10,0.05,8412,9,1.5,504,543,543
random,1000,10,0.05,8412,10.043946,0,0,0,0
linear,1000,10,0.05,8412,9,2,0,0,0
linear,1000,10,0.05,8412,10,-2.0,0,0,0
linear,1000,10,0.05,8412,10,-0.5,0,0,0
linear,1000,10,0.05,8412,10,-1.5,0,0,0
linear,1000,10,0.05,8412,10,-1.0,0,0,0
linear,1000,10,0.05,8412,10,0.5,4,16,16
linear,1000,10,0.05,8412,10,1.5,501,538,538
linear,1000,10,0.05,8412,10,1.0,86,154,154
linear,1000,10,0.05,8412,10,2,0,0,0
linear,1000,10,0.05,8412,10,0,0,0,0
random,1000,10,0.05,8412,11.069919,0,0,0,0
linear,1000,10,0.05,8412,11,-2.0,0,0,0
linear,1000,10,0.05,8412,11,-1.5,0,0,0
linear,1000,10,0.05,8412,11,-1.0,0,0,0
linear,1000,10,0.05,8412,11,0,0,0,0
linear,1000,10,0.05,8412,11,-0.5,0,0,0
linear,1000,10,0.05,8412,11,0.5,0,6,6
linear,1000,10,0.05,8412,11,1.0,74,132,133
linear,1000,10,0.05,8412,11,1.5,493,532,532
linear,1000,10,0.05,8412,11,2,0,0,0
random,1000,10,0.05,8412,12.081906,0,0,0,0
linear,1000,10,0.05,8412,12,-2.0,0,0,0
linear,1000,10,0.05,8412,12,-1.0,0,0,0
linear,1000,10,0.05,8412,12,-1.5,0,0,0
linear,1000,10,0.05,8412,12,-0.5,0,0,0
linear,1000,10,0.05,8412,12,0.5,0,5,5
linear,1000,10,0.05,8412,12,0,0,0,0
linear,1000,10,0.05,8412,12,1.0,64,119,119
linear,1000,10,0.05,8412,12,1.5,490,528,528
linear,1000,10,0.05,8412,12,2,0,0,0
random,1000,10,0.05,8412,13.107879,0,0,0,0
linear,1000,10,0.05,8412,13,-2.0,0,0,0
linear,1000,10,0.05,8412,13,-1.0,0,0,0
linear,1000,10,0.05,8412,13,-1.5,0,0,0
linear,1000,10,0.05,8412,13,0,0,0,0
linear,1000,10,0.05,8412,13,0.5,0,3,3
linear,1000,10,0.05,8412,13,-0.5,0,0,0
linear,1000,10,0.05,8412,13,2,0,0,0
linear,1000,10,0.05,8412,13,1.5,496,525,525
random,1000,10,0.05,8412,14.167818,0,0,0,0
linear,1000,10,0.05,8412,14,-1.5,0,0,0
linear,1000,10,0.05,8412,14,-2.0,0,0,0
linear,1000,10,0.05,8412,13,1.0,64,110,110
linear,1000,10,0.05,8412,14,-1.0,0,0,0
linear,1000,10,0.05,8412,14,0,0,0,0
linear,1000,10,0.05,8412,14,-0.5,0,0,0
linear,1000,10,0.05,8412,14,1.0,58,101,101
linear,1000,10,0.05,8412,14,0.5,0,2,2
linear,1000,10,0.05,8412,14,2,0,0,0
linear,1000,10,0.05,8412,14,1.5,494,523,523
random,1000,10,0.05,8412,15.139845,0,0,0,0
linear,1000,10,0.05,8412,15,-2.0,0,0,0
linear,1000,10,0.05,8412,15,-1.5,0,0,0
linear,1000,10,0.05,8412,15,0,0,0,0
linear,1000,10,0.05,8412,15,-0.5,0,0,0
linear,1000,10,0.05,8412,15,-1.0,0,0,0
linear,1000,10,0.05,8412,15,0.5,0,2,2
linear,1000,10,0.05,8412,15,1.5,499,523,523
linear,1000,10,0.05,8412,15,2,0,0,0
linear,1000,10,0.05,8412,15,1.0,56,100,100
random,1000,10,0.05,8412,16.225758,0,0,0,0
linear,1000,10,0.05,8412,16,-2.0,0,0,0
linear,1000,10,0.05,8412,16,-1.5,0,0,0
linear,1000,10,0.05,8412,16,-1.0,0,0,0
linear,1000,10,0.05,8412,16,0,0,0,0
linear,1000,10,0.05,8412,16,0.5,0,2,2
linear,1000,10,0.05,8412,16,1.0,51,93,93
linear,1000,10,0.05,8412,16,1.5,486,523,523
random,1000,10,0.05,8412,17.265717,0,0,0,0
linear,1000,10,0.05,8412,16,2,0,0,0
linear,1000,10,0.05,8412,16,-0.5,0,0,0
linear,1000,10,0.05,8412,17,-2.0,0,0,0
linear,1000,10,0.05,8412,17,-1.5,0,0,0
linear,1000,10,0.05,8412,17,0,0,0,0
linear,1000,10,0.05,8412,17,-0.5,0,0,0
linear,1000,10,0.05,8412,17,1.0,49,84,84
linear,1000,10,0.05,8412,17,0.5,0,1,1
linear,1000,10,0.05,8412,17,-1.0,0,0,0
linear,1000,10,0.05,8412,17,1.5,490,521,521
linear,1000,10,0.05,8412,17,2,0,0,0
random,1000,10,0.05,8412,18.361620000000002,0,0,0,0
linear,1000,10,0.05,8412,18,-2.0,0,0,0
linear,1000,10,0.05,8412,18,-0.5,0,0,0
linear,1000,10,0.05,8412,18,-1.5,0,0,0
linear,1000,10,0.05,8412,18,0.5,0,1,1
linear,1000,10,0.05,8412,18,0,0,0,0
linear,1000,10,0.05,8412,18,-1.0,0,0,0
linear,1000,10,0.05,8412,18,1.0,48,79,79
random,1000,10,0.05,8412,19.295685,0,0,0,0
linear,1000,10,0.05,8412,18,1.5,490,521,521
linear,1000,10,0.05,8412,19,-2.0,0,0,0
linear,1000,10,0.05,8412,19,-1.5,0,0,0
linear,1000,10,0.05,8412,18,2,0,0,0
linear,1000,10,0.05,8412,19,-0.5,0,0,0
linear,1000,10,0.05,8412,19,-1.0,0,0,0
linear,1000,10,0.05,8412,19,0,0,0,0
linear,1000,10,0.05,8412,19,0.5,0,0,0
linear,1000,10,0.05,8412,19,1.0,47,76,76
linear,1000,10,0.05,8412,19,2,0,0,0
random,1000,10,0.05,8412,20.257722,0,0,0,0
linear,1000,10,0.05,8412,19,1.5,486,520,520
linear,1000,10,0.05,8412,20,-2.0,0,0,0
linear,1000,10,0.05,8412,20,-1.0,0,0,0
linear,1000,10,0.05,8412,20,-1.5,0,0,0
linear,1000,10,0.05,8412,20,-0.5,0,0,0
linear,1000,10,0.05,8412,20,0,0,0,0
linear,1000,10,0.05,8412,20,1.0,47,71,71
linear,1000,10,0.05,8412,20,1.5,483,521,521
linear,1000,10,0.05,8412,20,2,0,0,0
random,1000,10,0.05,8412,21.293685,0,0,0,0
linear,1000,10,0.05,8412,20,0.5,0,0,0
linear,1000,10,0.05,8412,21,-2.0,0,0,0
linear,1000,10,0.05,8412,21,-1.5,0,0,0
linear,1000,10,0.05,8412,21,-0.5,0,0,0
linear,1000,10,0.05,8412,21,-1.0,0,0,0
linear,1000,10,0.05,8412,21,0.5,0,0,0
linear,1000,10,0.05,8412,21,0,0,0,0
linear,1000,10,0.05,8412,21,1.5,490,520,520
linear,1000,10,0.05,8412,21,1.0,44,70,70
linear,1000,10,0.05,8412,21,2,528,528,528
random,1000,10,0.05,8412,22.251725999999998,0,0,0,0
linear,1000,10,0.05,8412,22,-2.0,0,0,0
linear,1000,10,0.05,8412,22,-1.5,0,0,0
linear,1000,10,0.05,8412,22,-1.0,0,0,0
linear,1000,10,0.05,8412,22,0.5,0,0,0
linear,1000,10,0.05,8412,22,-0.5,0,0,0
linear,1000,10,0.05,8412,22,1.5,488,519,519
linear,1000,10,0.05,8412,22,0,0,0,0
linear,1000,10,0.05,8412,23,-2.0,0,0,0
random,1000,10,0.05,8412,23.281695,0,0,0,0
linear,1000,10,0.05,8412,22,2,950,950,950
linear,1000,10,0.05,8412,22,1.0,40,66,66
linear,1000,10,0.05,8412,23,-1.5,0,0,0
linear,1000,10,0.05,8412,23,-1.0,0,0,0
linear,1000,10,0.05,8412,23,0.5,0,0,0
linear,1000,10,0.05,8412,23,0,0,0,0
linear,1000,10,0.05,8412,23,1.5,487,519,519
linear,1000,10,0.05,8412,23,1.0,38,60,60
linear,1000,10,0.05,8412,23,-0.5,0,0,0
linear,1000,10,0.05,8412,23,2,950,950,950
random,1000,10,0.05,8412,24.279695999999998,0,0,0,0
linear,1000,10,0.05,8412,24,-1.5,0,0,0
linear,1000,10,0.05,8412,24,-2.0,0,0,0
linear,1000,10,0.05,8412,24,-1.0,0,0,0
linear,1000,10,0.05,8412,24,0.5,0,0,0
linear,1000,10,0.05,8412,24,-0.5,0,0,0
linear,1000,10,0.05,8412,24,1.5,484,518,518
linear,1000,10,0.05,8412,24,0,0,0,0
linear,1000,10,0.05,8412,24,1.0,37,59,59
linear,1000,10,0.05,8412,24,2,950,950,950
random,1000,10,0.05,8412,25.297676999999997,0,0,0,0
linear,1000,10,0.05,8412,25,-2.0,0,0,0
linear,1000,10,0.05,8412,25,-1.5,0,0,0
linear,1000,10,0.05,8412,25,-1.0,0,0,0
linear,1000,10,0.05,8412,25,-0.5,0,0,0
scale,1000,10,0.05,8412,1.998,0,41,769,890
linear,1000,10,0.05,8412,25,0,0,0,0
linear,1000,10,0.05,8412,25,1.0,38,55,55
linear,1000,10,0.05,8412,25,0.5,0,0,0
linear,1000,10,0.05,8412,25,2,0,0,0
linear,1000,10,0.05,8412,25,1.5,486,518,518
scale,1000,10,0.05,8412,3.9940019999999996,0,2,2,2
scale,1000,10,0.05,8412,5.988006,0,0,0,0
scale,1000,10,0.05,8412,7.980012,0,0,0,0
scale,1000,10,0.05,8412,9.97002,0,0,0,0
scale,1000,10,0.05,8412,11.958029999999999,0,0,0,0
scale,1000,10,0.05,8412,13.944042,0,0,0,0
scale,1000,10,0.05,8412,15.928056,0,0,0,0
scale,1000,10,0.05,8412,17.910072,0,0,0,0
scale,1000,10,0.05,8412,19.89009,0,0,0,0
scale,1000,10,0.05,8412,21.86811,0,0,0,0
random,1000,10,0.05,2107,1.0139850000000001,0,879,942,974
linear,1000,10,0.05,2107,1,-2.0,950,950,994
