500,5,25,1234,500,48,0.00038476953907815633,0.192,0.44174200615290704,41.833333333333336,47,inf,0.0,0.0,0.0,inf,0.17215674638773656,0.4381780460041329,0.0,0.0,0.0,5,1.0
500,5,25,4321,500,60,0.0004809619238476954,0.24,0.47581509013480755,52.666666666666664,60,inf,0.0,0.0,0.0,inf,0.217486523566445,0.48989794855663565,0.0,0.005516440986508187,0.044379825133075666,5,1.0
500,5,25,1234,500,81,0.0006492985971943888,0.324,0.5856825078487445,62.3,77,inf,0.0,0.0,0.0,inf,0.2695403840265564,0.5692099788303083,0.0,0.0,0.0,5,1.0
500,5,25,4321,500,94,0.0007535070140280561,0.376,0.5887478237751752,76.21428571428571,92,inf,0.0,0.0,0.0,inf,0.3266452521446821,0.6131883886702357,0.0,0.004927638433720862,0.04444905375220622,5,1.0
500,5,25,1234,500,104,0.0008336673346693386,0.416,0.6534095193674505,75.66666666666666,99,inf,0.0,0.0,0.0,inf,0.33768961269545283,0.6449806198638841,0.0,0.0,0.0,5,1.0
500,5,25,4321,500,120,0.0009619238476953908,0.48,0.6764613810115109,87.88888888888889,114,inf,0.0,0.0,0.0,inf,0.3937115251341485,0.6928203230275511,0.0,0.005348572574554604,0.044400369045929346,5,1.0
500,5,25,1234,500,137,0.001098196392785571,0.548,0.7507969099563505,90.63766233766236,125,inf,0.0,0.0,0.0,inf,0.42869965838230634,0.7402702209328701,0.0,0.006120254900256499,0.044300592320598686,5,1.0
500,5,25,4321,500,149,0.0011943887775551101,0.596,0.7594629681557906,98.96428571428574,135,inf,0.0,0.0,0.0,inf,0.4681717161739377,0.7720103626247515,0.0,0.0,0.0,5,1.0
500,5,25,1234,500,147,0.0011783567134268538,0.588,0.7913633805022884,91.57893217893219,130,inf,0.0,0.0,0.0,inf,0.4466285287764897,0.7668115805072326,0.0,0.0,0.0,5,1.0
500,5,25,4321,500,159,0.0012745490981963927,0.636,0.7819872121716562,102.61782106782108,143,inf,0.0,0.0,0.0,inf,0.4921567408202978,0.7974960814950759,0.0,0.0,0.0,5,1.0
500,5,25,1234,500,155,0.0012424849699398798,0.62,0.8022468448052673,95.95445665445668,137,inf,0.0,0.0,0.0,inf,0.46882398135048475,0.7874007874011812,0.0,0.0,0.0,5,1.0
500,5,25,4321,500,168,0.0013466933867735472,0.672,0.8248733236079407,100.56141081141084,148,inf,0.0,0.0,0.0,inf,0.5046477996816627,0.8197560612767683,0.0,0.0,0.0,5,1.0
500,5,25,1234,500,160,0.001282565130260521,0.64,0.8138795979750385,97.92112332112335,140,inf,0.0,0.0,0.0,inf,0.47891727063926465,0.8000000000000006,0.0,0.0,0.0,5,1.0
500,5,25,4321,500,168,0.0013466933867735472,0.672,0.8248733236079407,100.56141081141084,148,inf,0.0,0.0,0.0,inf,0.5046477996816627,0.8197560612767683,0.0,0.0,0.0,5,1.0
500,5,25,1234,500,165,0.0013226452905811623,0.66,0.8392854103342975,97.34652014652016,142,inf,0.0,0.0,0.0,inf,0.4870379349896149,0.8124038404635966,0.0,0.0,0.0,5,1.0
500,5,25,4321,500,170,0.0013627254509018037,0.68,0.8304215796810666,100.97283272283275,149,inf,0.0,0.0,0.0,inf,0.5094841953918217,0.8246211251235327,0.0,0.0,0.0,5,1.0
500,5,25,1234,500,171,0.0013707414829659318,0.684,0.8556541357347536,97.82905982905984,147,inf,0.0,0.0,0.0,inf,0.49935600465295854,0.8270429251254141,0.0,0.0,0.0,5,1.0
500,5,25,4321,500,176,0.0014108216432865731,0.704,0.8416555114772283,103.125357975358,153,inf,0.0,0.0,0.0,inf,0.524989083085698,0.8390470785361219,0.0,0.0,0.0,5,1.0
500,5,25,1234,500,240,0.0019238476953907816,0.96,0.9830564581955616,104.98175782238746,176,inf,0.0,0.0,0.0,inf,0.6601946408155897,0.9797958971132719,0.0,0.0,0.0,5,1.0
500,5,25,4321,500,231,0.0018517034068136272,0.924,0.9727404587041729,110.97981277981279,180,inf,0.0,0.0,0.0,inf,0.6429806754267008,0.961249187255834,0.0,0.0,0.0,5,1.0
500,5,25,1234,500,298,0.0023887775551102203,1.192,1.1113667261529854,78.79668060527048,144,18,0.0,0.0,0.0,inf,0.7687117173407347,1.0917875251164955,0.0,0.0,0.0,5,1.0
500,5,25,4321,500,299,0.0023967935871743486,1.196,1.1034418879125407,88.23227350003599,150,6,0.0,0.0,0.0,inf,0.7748075975858819,1.0936178491593862,0.0,0.0,0.0,5,1.0
500,5,25,1234,500,355,0.002845691382765531,1.42,1.2014990636700469,55.31503982375869,97,7,0.0,0.0,0.0,inf,0.8686430188651533,1.191637528781299,0.0,0.0,0.0,5,1.0
500,5,25,4321,500,366,0.0029338677354709417,1.464,1.2217626610762025,51.41120362184949,88,6,0.0,0.0,0.0,inf,0.889908703840347,1.209958676980335,0.0,0.0,0.0,5,1.0
500,5,25,1234,500,419,0.0033587174348697394,1.676,1.2973141485392128,43.758001271725306,74,5,0.0,0.0,0.0,inf,0.9813185641369351,1.2946041866145814,0.0,0.0,0.0,5,1.0
500,5,25,4321,500,416,0.0033346693386773546,1.664,1.3034968354391925,35.28399696999638,54,6,0.0,0.0,0.0,inf,0.9706148691550525,1.2899612397277687,0.0,0.0,0.0,5,1.0
500,5,25,1234,500,484,0.003879759519038076,1.936,1.3985363777892934,29.481826551785733,49,3,0.0,0.0,0.003466666666666667,inf,1.0660801787662486,1.3914021704740878,0.0,0.0,0.0,5,1.0
500,5,25,4321,500,457,0.0036633266533066134,1.828,1.3807302415750844,29.400863084717805,47,3,0.0,0.0,0.0016666666666666666,inf,1.031505147284631,1.3520355024924469,0.0,0.0,0.0,5,1.0
500,5,25,1234,500,539,0.00432064128256513,2.156,1.472298882700107,16.6999659052165,31,3,0.0,0.0,0.0034,inf,1.139463873810468,1.4683323874382137,0.0,0.0,0.0,5,1.0
500,5,25,4321,500,523,0.004192384769539078,2.092,1.5005119126484807,23.458807186996935,39,3,0.0,0.0,0.0058,inf,1.1151985713708075,1.4463747785411654,0.0,0.0,0.0,5,1.0
500,5,25,1234,500,597,0.004785571142284569,2.388,1.5340977804559908,14.072601699587066,26,3,0.0,0.0,0.005871428571428572,inf,1.2159052427875876,1.5453155017665505,0.0,0.029152464375284574,0.03391362293898668,5,1.0
500,5,25,4321,500,581,0.004657314629258517,2.324,1.550169023042325,14.3322426258691,26,3,0.0,0.0,0.004133333333333333,inf,1.1941790745460221,1.524467120012761,0.0,0.0,0.0,5,1.0
500,5,25,1234,500,673,0.0053947895791583165,2.692,1.6568451949412788,8.062248480178098,16,3,0.0,0.0,0.003166666666666666,inf,1.3024973168371903,1.6407315441594963,0.0,0.029857687253884227,0.03329442163259848,5,1.0
500,5,25,4321,500,652,0.005226452905811623,2.608,1.6390045759545642,11.115628856050801,20,3,0.0,0.0,0.005895238095238096,inf,1.2825609986534023,1.6149303390549083,0.0,0.029792615950278108,0.033352661585535175,5,1.0
500,5,25,1234,500,741,0.005939879759519038,2.964,1.7247330228183164,6.628097754890003,13,3,0.0,0.0,0.003052380952380952,inf,1.3820330605739681,1.7216271373325889,0.0,0.032392312652501115,0.030834040945400164,5,1.0
