1000,5,0.05,1234,0.000000,0.000000,1000,1000.0,0.0,1000.0
1000,5,0.05,4321,0.000000,0.000000,1000,1000.0,0.0,1000.0
1000,5,0.05,1234,0.001001,0.000895,993,992.022,0.14668333238647124,993.0
1000,5,0.05,4321,0.001001,0.000923,990,990.0,0.0,990.0
1000,5,0.05,1234,0.002002,0.001898,842,843.554,7.08146058380614,869.0
1000,5,0.05,4321,0.002002,0.001868,830,850.238,8.569559848673675,885.0
1000,5,0.05,1234,0.003003,0.002841,643,626.873,17.80727017260085,718.0
1000,5,0.05,4321,0.003003,0.002881,841,636.688,38.46349770886678,804.0
1000,5,0.05,4321,0.004004,0.003820,749,482.915,58.475599825910294,751.0
1000,5,0.05,1234,0.004004,0.003840,749,458.006,42.54729091258338,719.0
1000,5,0.05,1234,0.005005,0.004847,735,407.583,88.43897959044982,740.0
1000,5,0.05,4321,0.005005,0.004809,753,405.744,85.4580743054745,772.0
1000,5,0.05,1234,0.006006,0.005870,758,347.848,101.8177042365423,732.0
1000,5,0.05,4321,0.006006,0.005796,756,441.072,132.32283558025802,781.0
1000,5,0.05,1234,0.007007,0.006875,673,319.94,112.80673029566987,735.0
1000,5,0.05,4321,0.007007,0.006825,540,317.974,109.69722568962261,702.0
1000,5,0.05,1234,0.008008,0.007954,614,300.005,126.2687410842446,702.0
1000,5,0.05,4321,0.008008,0.007790,600,304.778,122.98233497539391,680.0
1000,5,0.05,1234,0.009009,0.008953,273,254.371,119.30355970799866,636.0
1000,5,0.05,4321,0.009009,0.008801,710,329.161,150.90173318752838,710.0
1000,5,0.05,1234,0.010010,0.009956,155,302.341,148.64512342825108,684.0
1000,5,0.05,4321,0.010010,0.009836,624,279.855,138.33211476370914,673.0
1000,5,0.05,1234,0.011011,0.011005,511,264.326,135.04830144803748,637.0
1000,5,0.05,4321,0.011011,0.010805,644,319.519,156.83628929237008,653.0
1000,5,0.05,1234,0.012012,0.011982,380,281.74,150.00382795115596,619.0
1000,5,0.05,4321,0.012012,0.011814,583,260.402,142.55861389617957,627.0
1000,5,0.05,1234,0.013013,0.012985,440,235.63,130.48363537240982,597.0
1000,5,0.05,4321,0.013013,0.012949,552,282.803,147.44295910961634,606.0
1000,5,0.05,4321,0.014014,0.013930,578,299.601,151.80466329793694,584.0
1000,5,0.05,1234,0.014014,0.013988,543,292.808,153.49204258201792,586.0
1000,5,0.05,1234,0.015015,0.014957,525,276.517,140.91737192766547,556.0
1000,5,0.05,4321,0.015015,0.014951,393,337.014,149.2149583788435,558.0
1000,5,0.05,1234,0.016016,0.015938,362,253.363,135.07159298312877,529.0
1000,5,0.05,4321,0.016016,0.015890,530,337.284,151.59698989096057,568.0
1000,5,0.05,1234,0.017017,0.016899,521,259.654,141.16564838515072,521.0
1000,5,0.05,4321,0.017017,0.016919,448,303.541,148.09726641298954,529.0
1000,5,0.05,1234,0.018018,0.017896,469,266.426,142.33908291119485,502.0
1000,5,0.05,4321,0.018018,0.017882,499,281.106,146.3798987702888,520.0
1000,5,0.05,4321,0.019019,0.018841,477,269.167,143.20864886940313,488.0
1000,5,0.05,1234,0.019019,0.018861,479,266.031,135.9281944226436,479.0
1000,5,0.05,1234,0.020020,0.019910,436,280.873,138.16009869350847,465.0
1000,5,0.05,4321,0.020020,0.019830,457,249.999,143.11467779022527,467.0
1000,5,0.05,1234,0.021021,0.020803,468,265.008,135.9609573958642,468.0
1000,5,0.05,4321,0.021021,0.020835,231,228.088,129.98293063321813,450.0
1000,5,0.05,1234,0.022022,0.021834,376,230.897,122.49119311607672,420.0
