cluster,1000,10,0.05,591,1,-2.0,996,996,996,996
cluster,1000,10,0.05,591,1,-0.5,998,998,998,998
cluster,1000,10,0.05,591,1,-1.5,998,998,998,998
cluster,1000,10,0.05,591,1,-1.0,992,993,993,993
random,1000,10,0.05,591,1.023975,0,990,989,991,990
cluster,1000,10,0.05,591,1,0,985,985,985,985
cluster,1000,10,0.05,591,1,2,977,974,977,977
cluster,1000,10,0.05,591,1,0.5,970,966,973,972
cluster,1000,10,0.05,591,1,1.0,952,933,953,952
cluster,1000,10,0.05,591,1,1.5,952,950,952,952
cluster,1000,10,0.05,591,2,-1.5,910,899,916,916
random,1000,10,0.05,591,2.025972,0,916,801,916,919
cluster,1000,10,0.05,591,2,-1.0,907,855,914,912
cluster,1000,10,0.05,591,2,-0.5,909,849,911,912
cluster,1000,10,0.05,591,2,-2.0,891,924,932,935
cluster,1000,10,0.05,591,2,0,908,892,908,909
cluster,1000,10,0.05,591,2,2,957,957,957,957
cluster,1000,10,0.05,591,2,0.5,904,803,905,907
cluster,1000,10,0.05,591,2,1.5,915,915,915,915
cluster,1000,10,0.05,591,2,1.0,911,817,911,911
random,1000,10,0.05,591,3.053943,0,851,735,851,853
cluster,1000,10,0.05,591,3,-2.0,847,527,847,847
cluster,1000,10,0.05,591,3,0,871,593,871,871
cluster,1000,10,0.05,591,3,-1.5,846,496,846,846
cluster,1000,10,0.05,591,3,-1.0,850,515,850,850
cluster,1000,10,0.05,591,3,-0.5,859,651,860,859
cluster,1000,10,0.05,591,3,0.5,879,833,879,879
cluster,1000,10,0.05,591,3,1.0,889,884,890,890
cluster,1000,10,0.05,591,3,1.5,918,918,918,918
cluster,1000,10,0.05,591,3,2,957,955,957,957
cluster,1000,10,0.05,591,4,-1.5,799,302,799,799
cluster,1000,10,0.05,591,4,-2.0,797,285,797,797
cluster,1000,10,0.05,591,4,-1.0,802,435,802,802
random,1000,10,0.05,591,4.073922,0,822,783,822,822
cluster,1000,10,0.05,591,4,-0.5,801,673,801,801
cluster,1000,10,0.05,591,4,1.0,824,823,824,824
cluster,1000,10,0.05,591,4,1.5,843,839,843,843
cluster,1000,10,0.05,591,4,0,802,536,802,802
cluster,1000,10,0.05,591,4,0.5,813,802,813,813
cluster,1000,10,0.05,591,4,2,955,953,955,955
random,1000,10,0.05,591,5.147847,0,783,756,783,783
cluster,1000,10,0.05,591,5,-1.5,776,365,776,776
cluster,1000,10,0.05,591,5,-1.0,774,681,774,774
cluster,1000,10,0.05,591,5,-0.5,756,379,756,756
cluster,1000,10,0.05,591,5,-2.0,764,237,764,764
cluster,1000,10,0.05,591,5,0.5,760,503,760,760
cluster,1000,10,0.05,591,5,0,760,657,760,760
cluster,1000,10,0.05,591,5,1.5,823,812,823,823
cluster,1000,10,0.05,591,5,1.0,770,759,770,770
random,1000,10,0.05,591,6.181812,0,749,744,749,749
cluster,1000,10,0.05,591,5,2,954,952,954,954
cluster,1000,10,0.05,591,6,-2.0,734,211,734,734
cluster,1000,10,0.05,591,6,-1.0,730,230,730,730
cluster,1000,10,0.05,591,6,-0.5,735,595,735,735
cluster,1000,10,0.05,591,6,-1.5,745,532,745,745
cluster,1000,10,0.05,591,6,0,735,701,735,735
cluster,1000,10,0.05,591,6,0.5,740,439,740,740
cluster,1000,10,0.05,591,6,1.5,778,764,778,778
cluster,1000,10,0.05,591,6,1.0,751,665,751,751
cluster,1000,10,0.05,591,6,2,954,954,954,954
random,1000,10,0.05,591,7.103889000000001,0,720,713,720,720
cluster,1000,10,0.05,591,7,-2.0,707,522,707,707
cluster,1000,10,0.05,591,7,-1.5,708,706,708,708
cluster,1000,10,0.05,591,7,-1.0,706,367,706,706
cluster,1000,10,0.05,591,7,-0.5,707,214,707,707
cluster,1000,10,0.05,591,7,0,695,574,695,695
cluster,1000,10,0.05,591,7,1.0,714,712,714,714
cluster,1000,10,0.05,591,7,1.5,781,781,781,781
cluster,1000,10,0.05,591,7,0.5,717,590,717,717
random,1000,10,0.05,591,8.159832,0,697,636,697,697
cluster,1000,10,0.05,591,7,2,954,951,954,954
cluster,1000,10,0.05,591,8,-2.0,667,350,667,667
cluster,1000,10,0.05,591,8,-1.0,684,467,684,684
cluster,1000,10,0.05,591,8,-1.5,687,333,687,687
cluster,1000,10,0.05,591,8,-0.5,659,597,659,659
cluster,1000,10,0.05,591,8,0,662,579,662,662
