1000,10,0.15,1234,0.000500,0.000482,975,985,985,985
1000,10,0.15,4321,0.000500,0.000466,986,990,990,990
1000,10,0.15,1234,0.000750,0.000697,946,967,968,968
1000,10,0.15,4321,0.000750,0.000723,953,966,967,966
1000,10,0.15,1234,0.001000,0.000895,923,952,955,953
1000,10,0.15,4321,0.001000,0.000923,930,954,954,956
1000,10,0.15,1234,0.001200,0.001113,879,920,926,922
1000,10,0.15,4321,0.001200,0.001129,880,922,925,924
1000,10,0.15,1234,0.001300,0.001221,859,896,906,902
1000,10,0.15,4321,0.001300,0.001223,876,908,911,911
1000,10,0.15,1234,0.001350,0.001291,852,887,890,888
1000,10,0.15,4321,0.001350,0.001281,873,904,904,905
1000,10,0.15,1234,0.001400,0.001327,842,875,888,884
1000,10,0.15,4321,0.001400,0.001305,854,888,890,894
1000,10,0.15,1234,0.001450,0.001373,820,872,882,875
1000,10,0.15,4321,0.001450,0.001345,842,873,892,881
1000,10,0.15,1234,0.001500,0.001411,813,857,857,859
1000,10,0.15,4321,0.001500,0.001397,833,873,874,874
1000,10,0.15,1234,0.002000,0.001898,752,743,778,773
1000,10,0.15,4321,0.002000,0.001868,757,739,773,772
1000,10,0.15,1234,0.002500,0.002366,687,615,697,701
1000,10,0.15,4321,0.002500,0.002380,688,604,696,695
1000,10,0.15,1234,0.003000,0.002837,639,514,643,642
1000,10,0.15,4321,0.003000,0.002881,642,506,647,648
1000,10,0.15,1234,0.003500,0.003325,582,413,589,589
1000,10,0.15,4321,0.003500,0.003409,592,416,596,596
1000,10,0.15,1234,0.004000,0.003838,543,404,543,547
1000,10,0.15,4321,0.004000,0.003818,543,359,543,544
1000,10,0.15,1234,0.004500,0.004342,504,274,504,507
1000,10,0.15,4321,0.004500,0.004330,521,303,521,523
1000,10,0.15,1234,0.005000,0.004845,468,247,469,469
1000,10,0.15,4321,0.005000,0.004807,468,316,469,470
1000,10,0.15,1234,0.005500,0.005345,436,331,437,438
1000,10,0.15,4321,0.005500,0.005295,450,207,450,451
1000,10,0.15,1234,0.006000,0.005866,408,291,408,409
1000,10,0.15,4321,0.006000,0.005788,426,193,426,426
1000,10,0.15,1234,0.006500,0.006364,368,170,368,368
1000,10,0.15,4321,0.006500,0.006306,407,189,407,407
1000,10,0.15,1234,0.007000,0.006871,381,137,381,382
1000,10,0.15,4321,0.007000,0.006815,365,263,365,365
1000,10,0.15,1234,0.007500,0.007429,329,108,329,329
1000,10,0.15,4321,0.007500,0.007277,359,341,359,359
1000,10,0.15,1234,0.008000,0.007946,301,114,301,301
1000,10,0.15,4321,0.008000,0.007778,331,174,331,331
1000,10,0.15,1234,0.008500,0.008442,294,242,294,294
1000,10,0.15,4321,0.008500,0.008296,313,205,313,315
